Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,Frontier,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PctChristianRange,PercentEvangelical,PctEvangelicalRange,ROP1,PeopleID1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,RegionCode,RegionName,ROG2,Continent,10_40Window,CountOfCountries,IndigenousCode,WorkersNeeded,Latitude,Longitude
AF,Afghanistan,19437,104950,"Kalash (Chitrali)","Kalash (Chitrali)",11000,1,Y,Y,khw,Khowar,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,2,N,1,36.653176,70.212641
AF,Afghanistan,12526,104638,Karakalpak,Karakalpak,3600,1,Y,Y,kaa,Karakalpak,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",202,C0108,Kazakh,5,"Asia, Central",ASI,Asia,Y,6,N,1,36.66888,67.10763
AF,Afghanistan,18125,113631,"Khatri (Sikh traditions)","Khatri (Sikh traditions)",3100,1,Y,Y,pan,"Punjabi, Eastern",5,8,"Other / Small",0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",470,A012,"South Asia Sikh - other",5,"Asia, Central",ASI,Asia,Y,2,N,1,34.321458,69.14323
AF,Afghanistan,18693,103535,"Khik (Wakhi)","Khik (Wakhi)",23000,1,Y,Y,wbl,Wakhi,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,5,"Asia, Central",ASI,Asia,Y,4,Y,1,36.96537,72.85094
AF,Afghanistan,13878,106912,Munji,Munji,7800,1,Y,Y,mnj,Munji,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.79309,70.85744
AF,Afghanistan,11835,103257,"Narisati, Arandui","Narisati, Arandui",44000,1,Y,Y,gwt,Gawar-Bati,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.22045,71.53814
AF,Afghanistan,10453,100556,"Nuristani, Ashkuni","Nuristani, Ashkuni",54000,1,Y,Y,ask,Ashkun,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.11697,70.5923
AF,Afghanistan,11936,103472,"Nuristani, Grangali","Nuristani, Grangali",12000,1,Y,Y,nli,Grangali,1,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,34.87613,70.70943
AF,Afghanistan,12482,104545,"Nuristani, Kamviri","Nuristani, Kamviri",30000,1,Y,Y,xvi,Komviri,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.40963,71.32342
AF,Afghanistan,13431,106126,"Nuristani, Malakhel","Nuristani, Malakhel",3600,1,Y,Y,prs,Dari,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,34.13174,69.01918
AF,Afghanistan,10703,113266,"Nuristani, Narisati","Nuristani, Narisati",163000,1,Y,N,bsh,Kateviri,2,6,Islam,0.101,0.1-2%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,2,Y,3,35.48049,70.75245
AF,Afghanistan,14461,108147,"Nuristani, Prasuni","Nuristani, Prasuni",11000,1,Y,Y,prn,Prasuni,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.4495,70.92815
AF,Afghanistan,15575,110188,"Nuristani, Tregami","Nuristani, Tregami",4800,1,Y,Y,trm,Tregami,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.0073,71.11979
AF,Afghanistan,15822,110623,"Nuristani, Waigeli","Nuristani, Waigeli",35000,1,Y,Y,wbk,Waigali,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,251,C0159,Nuristan,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.17784,71.05953
AF,Afghanistan,15735,110432,Ormuri,Ormuri,3600,1,Y,Y,pbt,"Pashto, Southern",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",5,"Asia, Central",ASI,Asia,Y,1,Y,1,32.774820000043,68.918510000136
AF,Afghanistan,14255,107747,Pahlavani,Pahlavani,4200,1,Y,Y,prs,Dari,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,268,C0179,Persian,5,"Asia, Central",ASI,Asia,Y,1,Y,1,31.33334,62.19879
AF,Afghanistan,14311,107875,Parachi,Parachi,12000,1,Y,Y,prc,Parachi,1,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,268,C0179,Persian,5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.07936,69.64313
AF,Afghanistan,14322,107901,Parsee,Parsee,2600,1,Y,Y,prs,Dari,5,8,"Other / Small",0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,268,C0179,Persian,5,"Asia, Central",ASI,Asia,Y,10,Y,1,34.245037,61.583604
AF,Afghanistan,14324,107906,Parya,"Parya, Laghmani",400,1,Y,Y,paq,Parya,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,5,"Asia, Central",ASI,Asia,Y,3,Y,1,34.47933,69.89671
AF,Afghanistan,18369,113939,Pashayi,Pashayi,53000,1,Y,Y,mvy,"Kohistani, Indus",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,2,Y,1,34.204284,69.45316
AF,Afghanistan,13996,107420,"Pashayi, Northeast","Pashayi, Northeast",54000,1,Y,Y,aee,"Pashai, Northeast",2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,34.66002,70.43166
AF,Afghanistan,14042,107474,"Pashayi, Northwest","Pashayi, Northwest",69000,1,Y,Y,glh,"Pashai, Northwest",2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,34.96106,70.04196
AF,Afghanistan,15025,109456,"Pashayi, Southeast","Pashayi, Southeast",179000,1,Y,Y,psi,"Pashai, Southeast",2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,4,34.43099,70.30351
AF,Afghanistan,15072,109523,"Pashayi, Southwest","Pashayi, Southwest",99000,1,Y,Y,psh,"Pashai, Southwest",2,6,Islam,0.009,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,2,34.88104,69.77576
AF,Afghanistan,14256,107909,"Pashtun, Northern","Pashtun, Northern",4588000,1,Y,Y,pbu,"Pashto, Northern",5,6,Islam,0.010,0-0.1%,0.010,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",5,"Asia, Central",ASI,Asia,Y,16,Y,92,33.562,68.363
AF,Afghanistan,22356,119360,"Pashtun, Southeast","Pashtun, Southeast",4165000,1,Y,Y,pbt,"Pashto, Southern",3,6,Islam,0.010,0-0.1%,0.010,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",5,"Asia, Central",ASI,Asia,Y,1,Y,83,34.47,69.24
AF,Afghanistan,14327,109502,"Pashtun, Southern","Pashtun, Southern",8840000,1,Y,Y,pbt,"Pashto, Southern",3,6,Islam,0.019,0-0.1%,0.019,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",5,"Asia, Central",ASI,Asia,Y,13,Y,177,33.5619999999,68.36299999985
AF,Afghanistan,14371,107987,Persian,Persian,746000,1,Y,N,pes,"Persian, Iranian",5,6,Islam,0.119,0.1-2%,0.100,0.1-2%,A005,14,Persian-Median,268,C0179,Persian,5,"Asia, Central",ASI,Asia,Y,39,N,15,34.258210935286,62.44608334487
AF,Afghanistan,14483,108182,Punjabi,Punjabi,6700,1,Y,N,pan,"Punjabi, Eastern",5,6,Islam,1.000,0.1-2%,0.300,0.1-2%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,21,Y,1,34.147838796223,71.073213362906
AF,Afghanistan,15382,110802,"Punjabi, Western","Punjabi, Western",42000,1,Y,N,pnb,"Punjabi, Western",4,6,Islam,0.200,0.1-2%,0.100,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,16,Y,1,34.757485,70.301167
AF,Afghanistan,14498,108231,Qazilbash,Qazilbash,337000,1,Y,Y,prs,Dari,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,5,"Asia, Central",ASI,Asia,Y,2,Y,7,32.364776999959,62.094029999984
AF,Afghanistan,14727,108647,Sanglechi,Sanglechi,3100,1,Y,Y,sgy,Sanglechi,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,5,"Asia, Central",ASI,Asia,Y,2,Y,1,36.67411,71.57368
AF,Afghanistan,14782,108746,Sau,Sau,5400,1,Y,Y,sdg,Savi,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.16964,71.4591
AF,Afghanistan,14921,108967,Shughni,Shughni,51000,1,Y,Y,sgh,Shughni,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,5,"Asia, Central",ASI,Asia,Y,2,Y,1,37.59163,71.37385
AF,Afghanistan,14924,108970,Shumashti,Shumashti,1000,1,Y,Y,sts,Shumashti,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,34.74897,70.75085
AF,Afghanistan,14192,109027,Sindhi,Sindhi,27000,1,Y,Y,snd,Sindhi,5,6,Islam,0.079,0-0.1%,0.079,0-0.1%,A012,21,"South Asian Peoples",468,A012,"South Asia - other",5,"Asia, Central",ASI,Asia,Y,10,N,1,34.517368436204,69.108886381501
AF,Afghanistan,15253,109822,Tangshuri,Tangshuri,18000,1,Y,Y,prs,Dari,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,5,"Asia, Central",ASI,Asia,Y,1,Y,1,38.11159,71.21229
AF,Afghanistan,15500,110076,Tirahi,Tirahi,6500,1,Y,Y,pbt,"Pashto, Southern",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,31.81734,66.46972
AF,Afghanistan,18274,113818,Turk,Turk,12000,1,Y,Y,tur,Turkish,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,5,"Asia, Central",ASI,Asia,Y,38,N,1,34.558664,68.887656
AF,Afghanistan,15654,110306,Turkmen,Turkmen,1194000,1,Y,Y,tuk,Turkmen,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",310,C0222,Turkmen,5,"Asia, Central",ASI,Asia,Y,10,Y,24,36.59488,64.75669
AF,Afghanistan,15756,110472,"Uzbek, Southern","Uzbek, Southern",3738000,1,Y,Y,uzs,"Uzbek, Southern",3,6,Islam,0.010,0-0.1%,0.010,0-0.1%,A015,24,"Turkic Peoples",314,C0226,Uzbek,5,"Asia, Central",ASI,Asia,Y,4,Y,75,36.33165,66.70937
AF,Afghanistan,15866,110689,Warduji,Warduji,9100,1,Y,Y,prs,Dari,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,268,C0179,Persian,5,"Asia, Central",ASI,Asia,Y,1,Y,1,36.98774,70.86259
AF,Afghanistan,15418,110865,Wotapuri-Katarqalai,Wotapuri-Katarqalai,3900,1,Y,Y,pbu,"Pashto, Northern",5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",5,"Asia, Central",ASI,Asia,Y,1,Y,1,35.121354,70.981163
AL,Albania,20676,117066,"Egyptian, Balkan","Egyptian, Balkan",2800,1,Y,N,als,"Albanian, Tosk",5,6,Islam,4.000,2-5%,0.000,0-0.1%,A003,12,"Eurasian Peoples",106,C0008,Albanian,9,"Europe, Eastern and Eurasia",EUR,Europe,Y,5,N,1,41.345601,19.818675
AL,Albania,18765,114431,Gorani,Gorani,34000,1,Y,N,srp,Serbian,5,6,Islam,5.000,2-5%,0.000,0-0.1%,A003,12,"Eurasian Peoples",284,C0195,"Slav, Southern",9,"Europe, Eastern and Eurasia",EUR,Europe,Y,4,Y,1,40.660934,19.698161
AG,Algeria,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",34426000,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.004,0-0.1%,0.004,0-0.1%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",6,"Africa, North and Middle East",AFR,Africa,Y,18,Y,689,35.997424582778,5.3894385742308
AG,Algeria,12247,104056,"Arab, Iraqi","Arab, Iraqi",5000,1,Y,N,acm,"Arabic, Mesopotamian",4,6,Islam,0.699,0.1-2%,0.699,0.1-2%,A001,10,"Arab World",113,C0015,"Arab, Levant",6,"Africa, North and Middle East",AFR,Africa,Y,21,N,1,28.489469999841,1.2837699999855
AG,Algeria,13819,106804,"Arab, Moroccan","Arab, Moroccan",195000,1,Y,N,ary,"Arabic, Moroccan",4,6,Islam,0.150,0.1-2%,0.150,0.1-2%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",6,"Africa, North and Middle East",AFR,Africa,Y,25,N,4,35.672831999697,-0.62589500035398
AG,Algeria,11633,102751,"Bedouin, Dui-Menia","Bedouin, Dui-Menia",89000,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,2,30.865610011693,-2.458410720978
AG,Algeria,12944,105567,"Bedouin, Laguat","Bedouin, Laguat",21000,1,Y,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,33.957392275833,3.1038444490621
AG,Algeria,13922,107028,"Bedouin, Nail","Bedouin, Nail",42000,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,34.144958856766,4.5888454756382
AG,Algeria,14584,108427,"Bedouin, Ruarha","Bedouin, Ruarha",89000,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,2,33.525464069611,6.0144300761871
AG,Algeria,14938,108988,"Bedouin, Sidi","Bedouin, Sidi",21000,1,Y,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.009,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,27.611487999871,-3.4309989999039
AG,Algeria,15095,109560,"Bedouin, Suafa","Bedouin, Suafa",141000,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,3,33.957422035299,6.8498715191553
AG,Algeria,16103,111176,"Bedouin, Ziban","Bedouin, Ziban",21000,1,Y,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",137,C0041,"Bedouin, Saharan",6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,28.419452000409,-5.9446670001819
AG,Algeria,10774,101223,Belbali,Belbali,4000,1,Y,Y,kcy,Korandje,0,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",288,C0199,Songhai,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,29.51367,-2.56296
AG,Algeria,11321,102070,"Berber, Chenoua","Berber, Chenoua",111000,1,Y,Y,cnu,Chenoua,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",142,C0046,Berber-Kabyle,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,2,36.60729,2.19664
AG,Algeria,11199,103014,"Berber, Figig","Berber, Figig",89000,1,Y,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.019,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,2,31.963206422938,-0.96109865098197
AG,Algeria,12399,104365,"Berber, Kabyle","Berber, Kabyle",6729000,1,Y,N,kab,Kabyle,5,6,Islam,0.290,0.1-2%,0.280,0.1-2%,A001,10,"Arab World",142,C0046,Berber-Kabyle,6,"Africa, North and Middle East",AFR,Africa,Y,4,Y,135,36.39003,4.55784
AG,Algeria,13669,106536,"Berber, Menasser","Berber, Menasser",89000,1,Y,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",145,C0049,Berber-Shilha,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,2,32.948037875248,-0.59003947464203
AG,Algeria,13842,106837,"Berber, Mozabite","Berber, Mozabite",203000,1,Y,Y,mzb,Tumzabt,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,2,Y,4,32.47268,3.84135
AG,Algeria,18364,113933,"Berber, Ouargla","Berber, Ouargla",24000,1,Y,Y,oua,Tagargrent,2,6,Islam,0.050,0-0.1%,0.020,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,31.94879,5.27286
AG,Algeria,14899,108925,"Berber, Shawiya","Berber, Shawiya",2489000,1,Y,Y,shy,Tachawit,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",144,C0048,Berber-Shawiya,6,"Africa, North and Middle East",AFR,Africa,Y,5,Y,50,35.27603,6.93694
AG,Algeria,14911,108945,"Berber, Southern Shilha","Berber, Southern Shilha",7000,1,Y,Y,shi,Tachelhit,4,6,Islam,0.090,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",145,C0049,Berber-Shilha,6,"Africa, North and Middle East",AFR,Africa,Y,3,Y,1,29.29423,-7.3006
AG,Algeria,12217,104002,"Berber, Tamazight","Berber, Tamazight",1781000,1,Y,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.100,0-0.1%,0.090,0-0.1%,A001,10,"Arab World",145,C0049,Berber-Shilha,6,"Africa, North and Middle East",AFR,Africa,Y,5,Y,36,33.563667000332,-0.28592999976968
AG,Algeria,15609,110235,"Berber, Taznatit","Berber, Taznatit",13000,1,Y,Y,grr,Taznatit,3,6,Islam,0.009,0-0.1%,0.009,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,29.1496,0.10051
AG,Algeria,15473,110042,"Berber, Tidikelt","Berber, Tidikelt",1200,1,Y,Y,tia,"Tamazight, Tidikelt",0,6,Islam,0.029,0-0.1%,0.010,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,26.91172,1.79388
AG,Algeria,15572,110182,"Berber, Tougourt","Berber, Tougourt",8800,1,Y,Y,arq,"Arabic, Algerian",4,6,Islam,0.050,0-0.1%,0.040,0-0.1%,A001,10,"Arab World",141,C0045,Berber-Saharan,6,"Africa, North and Middle East",AFR,Africa,Y,1,Y,1,33.31437,6.0497
AG,Algeria,19206,115066,"Chinese, general","Chinese, general",39000,1,Y,N,cmn,"Chinese, Mandarin",5,7,Non-Religious,1.000,0.1-2%,0.800,0.1-2%,A002,11,"East Asian Peoples",161,C0065,Chinese,6,"Africa, North and Middle East",AFR,Africa,Y,46,N,1,36.685411,3.21938
AG,Algeria,19007,114916,Deaf,Deaf,240000,1,Y,N,asp,"Algerian Sign Language",2,9,Unknown,0.280,0.1-2%,,Unknown,A017,26,Deaf,328,C0252,Deaf,6,"Africa, North and Middle East",AFR,Africa,Y,164,Y,5,36.4762,3.5462
AG,Algeria,12070,103733,Hausa,Hausa,13000,1,Y,Y,hau,Hausa,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",186,C0090,Hausa,6,"Africa, North and Middle East",AFR,Africa,Y,16,N,1,26.500632070714,8.4774009329067
AG,Algeria,12178,103948,Idaksahak,Idaksahak,4000,1,Y,Y,dsq,Tadaksahak,1,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",288,C0199,Songhai,6,"Africa, North and Middle East",AFR,Africa,Y,2,N,1,29.412615339626,-3.2866031785938
